step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud,transaction_id
2004,C005799,78,M,29184,Store A,82820,Utilities,847.61,0,7ab1fbbf-4f62-496d-b991-1fbe21761115
8036,C005800,35,F,16902,Store B,64127,Clothing,700.59,0,17b06508-9493-46e5-973b-07e651826520
1528,C005801,56,M,30647,Store C,64721,Utilities,736.07,0,1216739c-0873-42a4-8cb5-3b618dd86270
7319,C005802,18,F,59374,Store D,59179,Jewelry,17120.11,1,6174a1d3-1dbc-4f6b-874e-e836c6a9459d
7235,C005803,80,F,39140,Store E,56029,Utilities,265.5,0,0555530b-9e19-47a9-9fe3-25afeedf4ee7
5170,C005804,20,M,71717,Store F,27736,Clothing,748.19,0,8040f294-655d-4a28-9a6c-e6aba41aeb8c
4611,C005805,80,M,61730,Store G,13734,Clothing,776.07,0,9ea03672-0eed-4f58-852b-ea99c2cd8084
6722,C005806,38,F,44546,Store H,17531,Clothing,843.97,0,af11ff42-58fe-4bcb-9c9c-489064f7a502
8698,C005807,79,M,27004,Store I,43186,Luxury,12328.07,1,c38b6a0a-2fe8-49e8-b6e0-6665ec7ae537
4251,C005808,77,M,59073,Store J,55077,Electronics,509.15,0,f316ee4d-30c3-4973-ac59-ad309226c790
6627,C005809,47,F,68557,Store K,51220,Clothing,107.2,0,848b7c64-ea39-4488-b57e-5a22c8c6e5d2
2856,C005810,28,F,63206,Store L,94027,Travel,17781.81,1,a0a87d22-dd9f-4d9d-a461-23ed773ba574
3965,C005811,39,F,22505,Store M,53944,Groceries,538.15,0,e5e12c70-8d12-48de-9a08-cd3e4ff4467b
7936,C005812,64,F,66618,Store N,72876,Gifts,13916.52,1,85ed6198-da3d-41d7-96ac-4a1d08ed4826
1675,C005813,78,F,97350,Store O,81842,Electronics,130.23,0,29eea7f4-fc43-4e8e-aa74-362cd628431f
9383,C005814,74,M,47031,Store P,58241,Electronics,605.8,0,3d35ab42-600b-475c-9af7-74ff7e017bb0
2393,C005815,42,F,53787,Store Q,73841,Jewelry,5629.83,1,0d9582c5-69a0-4500-91c8-34e1c45e261b
6879,C005816,20,M,24577,Store R,14291,Jewelry,18848.13,1,a9f5a075-ab98-4cf9-b059-58ef82730a5d
1922,C005817,47,F,72625,Store S,90496,Travel,17953.06,1,0768f119-78f8-4594-b53f-e0fe780880f6
4434,C005818,41,F,18043,Store T,84632,Jewelry,7914.76,1,8da11f15-04df-4c1f-9f2a-5f5c67e9816c
1828,C005819,62,M,44130,Store U,50428,Electronics,597.86,0,97123c54-7788-48ca-8b08-4af588789056
717,C005820,53,F,69846,Store V,22612,Dining,606.67,0,58170ae4-924f-48c4-b5d2-fad7d2c088af
631,C005821,40,M,61392,Store W,67911,Gifts,17051.49,1,403e9ed4-8c54-4e0f-b556-f461b07b398c
4861,C005822,71,M,64673,Store X,92698,Electronics,759.35,0,82e0aeff-00f2-4ee5-8623-55a11eabefc1
8277,C005823,25,M,16744,Store Y,68269,Electronics,993.31,0,66f42f1a-bb8e-4dbc-8911-e52e2d78c5b6
3769,C005824,71,F,60390,Store Z,98178,Groceries,357.33,0,3845a1f2-94b5-4929-af5f-d0eb6817c493
8929,C005825,21,F,49260,Store A,37814,Electronics,133.39,0,9a91afdd-85e4-4efe-b428-08026a9d6af0
2708,C005826,67,F,63760,Store B,66673,Utilities,577.74,0,99a3fdf3-0fb8-42ed-8de6-c92ec8429498
8419,C005827,56,F,13470,Store C,89986,Utilities,766.35,0,903881a3-d297-44ef-8de8-bc6c7e9f5831
3358,C005828,60,F,41643,Store D,87207,Utilities,292.94,0,671e31ed-0a45-428f-a2be-0a22063ad94e
9500,C005829,48,F,14201,Store E,60767,Groceries,243.84,0,264e088c-7190-408d-9769-0d566b885f26
7861,C005830,46,M,80887,Store F,77385,Electronics,804.43,0,f1c2dc2d-a4f3-40ec-80bb-9fe36b608d70
4205,C005831,76,F,90863,Store G,57901,Groceries,756.19,0,3332d36c-24d6-433f-9724-5e207acb9949
4231,C005832,53,F,37340,Store H,44711,Electronics,211.36,0,7abbcad6-d795-42a1-a3ad-e1558bd07c00
5034,C005833,30,F,23488,Store I,61522,Dining,870.58,0,1a35f575-c1fb-42f1-9a5a-ad0238182c9e
4387,C005834,58,F,15413,Store J,50476,Groceries,143.38,0,f5c9b549-44ad-4616-aa0f-ed03590220dc
8158,C005835,26,M,50200,Store K,22861,Utilities,118.15,0,80adaa41-e8be-4904-aeb8-895aabe70e39
7676,C005836,72,M,70179,Store L,34218,Utilities,357.6,0,0fd8e84b-8114-406f-a83b-fcc11042c2b7
9845,C005837,38,M,32355,Store M,77356,Utilities,887.67,0,d7e35165-8a78-4266-b53e-cc172308bcc2
1868,C005838,68,M,23831,Store N,18632,Electronics,698.49,0,8f7db414-7cc1-460a-97f7-424c2cbced65
6966,C005839,20,M,99357,Store O,39884,Electronics,400.77,0,7ba0dbed-95ef-4242-9094-87aa39985a2e
7197,C005840,42,F,86962,Store P,57388,Groceries,165.68,0,97819495-aaef-40b1-b577-66ef193ef5af
27,C005841,42,M,74310,Store Q,51063,Gifts,15702.15,1,66e0acfb-1739-4179-8288-09842d29baa0
6157,C005842,29,M,46396,Store R,76104,Clothing,603.16,0,ff941f88-0c75-4189-97d2-ed161873e998
9125,C005843,46,F,72356,Store S,10310,Electronics,987.81,0,24c804a3-e70d-444e-99dc-5faeeb4e300c
6589,C005844,28,F,60920,Store T,44675,Clothing,767.9,0,58ad9a64-adac-425c-ab39-539fad5ddc58
5768,C005845,69,M,48120,Store U,19899,Clothing,111.1,0,0040de30-323e-4db9-9f98-e5ebfc443ec5
467,C005846,28,F,57786,Store V,78991,Electronics,730.93,0,c14add3b-f60c-4b2f-9793-ebe37d6caa4a
7690,C005847,66,F,27925,Store W,14502,Jewelry,8861.71,1,9bb6debb-4600-425e-b65d-e5b927ca439c
2701,C005848,78,M,56006,Store X,26964,Groceries,962.28,0,e2ac52c3-4e00-4bcd-ab5c-458adcb13bf1
9691,C005849,43,F,77627,Store Y,61167,Clothing,29.08,0,00ff7bf5-66d9-4e4d-bb47-0896fa22a8cf
8810,C005850,70,M,20842,Store Z,66795,Groceries,245.97,0,90029e4e-12bb-4fe9-9790-1a253d05a34d
3778,C005851,31,M,85459,Store A,82398,Luxury,12484.98,1,2130a01e-cd73-47a5-9b2b-5f2a1f102a49
2688,C005852,33,F,89363,Store B,14055,Gifts,6186.03,1,20cecaa7-dbb0-4e78-be05-92c5b9b6357f
5333,C005853,73,M,34126,Store C,28244,Electronics,350.62,0,d7b6e21d-ec5c-4690-9aa2-f2c9f02ea593
6807,C005854,27,M,83819,Store D,21876,Jewelry,12458.52,1,7cb5fd99-48b3-4f89-97f7-9d14b51307ce
5057,C005855,48,F,80390,Store E,78827,Gifts,11704.0,1,0037c1b0-f37c-4fd1-966e-87009d956faa
9697,C005856,48,F,68074,Store F,37807,Travel,11908.78,1,da5ae109-d768-4570-b681-db9636d52774
180,C005857,53,F,47817,Store G,78479,Clothing,880.23,0,d3feb41c-e165-4339-889a-e37d8030090f
7997,C005858,27,F,15557,Store H,22219,Luxury,12579.36,1,90ea12e7-973d-4077-83fc-e2093550414d
5465,C005859,43,M,14432,Store I,61663,Clothing,941.64,0,9e57a29e-e272-4610-b8f5-2a6620198bac
6721,C005860,37,F,22006,Store J,36953,Groceries,156.25,0,893f8ef6-5c23-4739-9bb5-c0450b5c5f72
922,C005861,78,F,39989,Store K,65644,Electronics,287.45,0,50523b2e-0bff-4bd0-8c74-ae6b3160f982
3093,C005862,61,M,68043,Store L,33027,Groceries,659.95,0,0ea2b258-3515-4894-a9d9-30a3bb63ee41
5528,C005863,79,M,47788,Store M,28274,Electronics,290.29,0,74256128-2aa0-444d-a444-001a770fa1c0
9703,C005864,26,M,74167,Store N,58108,Electronics,353.8,0,85dd6144-7de6-4e3e-9148-df7b6bf778bf
7466,C005865,32,M,62166,Store O,84007,Clothing,902.02,0,898baf4f-00bd-4ca9-aa19-d7e415d50ecd
2720,C005866,26,F,36887,Store P,43622,Gifts,13078.39,1,2c6c0b4e-9586-4db3-b591-d6ce41e488ea
8114,C005867,24,F,32632,Store Q,80819,Gifts,10019.91,1,3c1df55d-9a20-4012-93d8-4db7dc8a23ee
9216,C005868,43,M,76513,Store R,39676,Clothing,778.94,0,cd934589-c52e-401c-a1af-df9bdf639163
152,C005869,41,M,96130,Store S,26781,Dining,79.96,0,82413d08-abd7-4fec-a798-c8d6a2dadb38
8205,C005870,29,M,49802,Store T,90963,Clothing,568.03,0,baa6dd0b-16ce-4060-841a-8cd44a9f4583
8907,C005871,77,M,44026,Store U,39099,Clothing,108.67,0,6ecdca0a-4ae0-46c6-8ede-0808460ba30e
3626,C005872,37,F,93217,Store V,13503,Gifts,7652.76,1,f4066eed-cee6-4b7e-9d1c-2dca3acefac1
8441,C005873,73,M,85706,Store W,42617,Luxury,5936.68,1,6f5a8b49-be5c-4473-9066-ad6281fe3e1a
1145,C005874,31,F,82933,Store X,30854,Dining,902.67,0,c1bf5202-d604-42e3-9470-c0dffda7f317
4483,C005875,39,M,40083,Store Y,87599,Jewelry,5723.07,1,d1d555b3-3320-41ad-a6e4-8a0e42688414
4535,C005876,33,F,11732,Store Z,33543,Travel,12746.25,1,c8b6d466-53e2-4b07-b1d7-5d96d2a9c2e7
721,C005877,46,F,12942,Store A,62947,Groceries,232.73,0,27cc9c90-66cd-41de-8bee-cf0eff52874d
4569,C005878,49,F,69853,Store B,43399,Clothing,389.75,0,63a6f9e9-fc77-409f-a8cf-e404f7d7b3b2
3230,C005879,36,F,19429,Store C,91808,Utilities,498.72,0,8e44765f-b0dd-48e7-a013-c9bd696d5bdf
1007,C005880,72,M,47268,Store D,22984,Electronics,455.56,0,c31ef42b-d1a7-4342-b400-e8bc0dd2ff0d
4729,C005881,52,F,67676,Store E,72886,Dining,750.61,0,4e2b1af2-8e0a-458f-9179-168ad61a215a
7100,C005882,60,M,32517,Store F,10927,Groceries,912.76,0,92174431-64c5-42d6-be9b-fe951c19f8bb
7117,C005883,49,F,73727,Store G,73427,Utilities,307.27,0,1c8290c5-ba9d-40a1-bd78-1294dcee510d
3814,C005884,72,F,38899,Store H,91623,Electronics,34.3,0,b0c59a6f-381d-4bea-948b-cf3aaaca6065
538,C005885,70,M,25068,Store I,69371,Utilities,895.01,0,1a6b3406-7e29-4eef-b40d-31a04464f94f
2686,C005886,37,M,75701,Store J,27445,Gifts,19681.76,1,beb069be-7975-4fd7-8b7e-66dd8f2795f6
1981,C005887,68,F,88408,Store K,25286,Jewelry,11500.27,1,8719e30a-3eec-4795-80ad-e24d4e434829
5907,C005888,57,F,96752,Store L,78897,Luxury,11836.83,1,e3fa1de9-c574-4fbb-a630-8b849d8262b0
540,C005889,37,M,39269,Store M,31121,Electronics,152.71,0,503c32e8-e0aa-4308-9f57-427faa00434e
7047,C005890,25,F,22219,Store N,60851,Electronics,480.77,0,9043ce93-7a67-4e25-b125-9b965acd5403
7262,C005891,75,M,94694,Store O,81237,Jewelry,9550.24,1,8d7f8890-a8a6-461b-94c7-406cd4c075bf
8676,C005892,52,M,69043,Store P,26964,Gifts,19915.7,1,5982a179-baea-4bd4-905f-33c7fdcda06a
9221,C005893,59,M,35989,Store Q,14200,Clothing,193.0,0,efde6dae-8b6c-408b-9dcb-d40cedd0eaa9
6301,C005894,30,F,75263,Store R,76415,Gifts,10678.8,1,7bbd0b49-6287-404c-a596-6f539a612d58
52,C005895,58,F,52406,Store S,77018,Groceries,620.34,0,fa8dc2d1-2334-4164-8bb3-07bee3bb77fc
8435,C005896,23,M,99668,Store T,20487,Dining,351.67,0,2cbb4c69-1f41-4a28-968c-55ae1824f17d
1687,C005897,64,M,26830,Store U,17070,Utilities,479.68,0,fc46b1b1-c20c-491a-9bab-6e68af27b34a
2822,C005898,33,M,38050,Store V,81988,Groceries,973.75,0,54fa1d30-d6be-4540-9a60-f3ccb764fb7d
6564,C005899,22,M,42864,Store W,38020,Groceries,512.99,0,e0a26a0d-76c0-4506-9047-3f2575152c37
8121,C005900,70,F,53677,Store X,81516,Luxury,18654.81,1,1105d253-281c-42d5-b90c-9619e2a2f6f9
8097,C005901,62,M,29641,Store Y,84336,Electronics,52.65,0,5fbc0901-08b9-4d04-bc5f-ce2a208ecf1b
8617,C005902,68,F,23555,Store Z,53952,Utilities,128.62,0,88958720-02d3-49ce-b545-589c7204350f
8887,C005903,51,M,96646,Store A,94506,Clothing,945.07,0,8a12b715-023f-4f50-9149-3c62bad404a0
8546,C005904,23,F,33235,Store B,77655,Travel,6930.97,1,58078212-9bd4-4512-9ab9-4bfd70ccda51
3691,C005905,76,F,38959,Store C,72959,Jewelry,16048.27,1,0522535a-2604-4295-bc01-950f02aa3fbd
1690,C005906,50,F,50957,Store D,34709,Travel,11690.05,1,9bc181ed-d30b-42dd-bea1-3f7dd8d78f61
8485,C005907,32,F,71601,Store E,78781,Groceries,412.68,0,71650473-6bba-4ff5-83f5-432b818fa1dd
717,C005908,32,F,74414,Store F,36392,Utilities,662.63,0,ca214bc0-22ba-4579-b3ee-5daee7eb7412
7284,C005909,31,M,98634,Store G,66929,Luxury,15914.01,1,57907ede-4b1c-4996-8086-d4937fe46cf5
4576,C005910,56,M,25309,Store H,47256,Groceries,932.65,0,c489b096-f79e-4ecc-9c54-22a516b30bf6
4573,C005911,80,F,24105,Store I,41715,Jewelry,8853.28,1,cab6a4db-e34f-44ff-bf47-2b62363cf5ee
638,C005912,22,M,59813,Store J,16546,Utilities,701.1,0,f5f4092e-1e4b-41f3-badd-43ae7138f8ae
7980,C005913,69,M,70833,Store K,11136,Groceries,348.86,0,1a41c9a8-2b0d-48d5-83e2-2270c95f738c
9492,C005914,74,M,84208,Store L,98128,Dining,720.43,0,fb3ed6b4-1676-4cea-af2d-cda118b2fb93
3949,C005915,43,M,40328,Store M,28135,Dining,150.69,0,995e14ed-b618-450a-9beb-9eeb1f9dbe58
8882,C005916,65,M,73756,Store N,80497,Groceries,462.97,0,fbe364e8-f0c7-445e-a903-5b2387fc41b7
5551,C005917,34,M,89614,Store O,49312,Electronics,191.79,0,7611725d-b3f8-4e59-ab52-d7a604882322
8904,C005918,60,M,47430,Store P,50355,Travel,10046.69,1,87793826-d8fa-44a6-b6bc-0619ce913e6b
8631,C005919,64,F,50583,Store Q,89756,Electronics,718.47,0,1219479b-09fe-4f8d-bd92-b4a8ee562628
3342,C005920,69,M,46029,Store R,25448,Electronics,241.02,0,216a9d7b-8a7f-4d5f-811f-63de571894c7
5551,C005921,33,M,10405,Store S,53851,Jewelry,15273.26,1,cea931ef-843e-4e11-93fd-9cebcfc60e1e
4239,C005922,52,M,64012,Store T,90532,Electronics,500.98,0,d5fb23a8-c1f1-41c3-bf1b-3073299f1e1a
1784,C005923,55,F,13560,Store U,49268,Utilities,101.12,0,9712d74f-18a9-448d-b61b-38725e19022a
9060,C005924,70,F,21575,Store V,47741,Electronics,392.83,0,b1a2444c-00c0-46f0-879e-116e9e572d26
1489,C005925,40,M,87395,Store W,27135,Utilities,870.51,0,7476cdd9-3a88-4094-ba5e-92f8edaf99c1
7161,C005926,30,F,23153,Store X,10748,Dining,989.4,0,edf8a9e0-e94a-4f84-bd63-d9c6f7e5882e
468,C005927,50,F,52077,Store Y,92186,Luxury,10533.82,1,898c2487-eb95-4ddd-a7fd-a1da3295c0eb
5584,C005928,46,M,37013,Store Z,95741,Utilities,64.33,0,3891b269-7e5a-4e7e-b477-5c4d1daff078
1418,C005929,70,F,16690,Store A,96154,Groceries,138.89,0,e282c002-f47a-421b-875b-f6d2cd706e57
5906,C005930,63,M,97251,Store B,52148,Utilities,790.27,0,1f08d1fa-1ba0-4b39-8767-62a975aaa6ec
1777,C005931,51,F,71053,Store C,32297,Groceries,659.23,0,40301610-9cdf-4adc-a9b4-c25b5ba154b6
1082,C005932,51,M,76277,Store D,73160,Electronics,292.16,0,25c51a30-4d1b-4574-b056-4ac0caafb53d
2926,C005933,44,F,86967,Store E,49577,Utilities,397.39,0,2eec86f6-fa1d-4b92-8565-4a34428e019c
4085,C005934,32,M,17181,Store F,45945,Utilities,813.04,0,36e940c7-a1a1-4de6-8e79-76fcbb715c2a
7629,C005935,76,M,41305,Store G,62372,Clothing,418.98,0,da99df8a-bf7f-46f1-901d-68854f5be6f3
6196,C005936,67,F,17731,Store H,64681,Electronics,758.22,0,6a074c85-e4ff-44a2-9096-2e968d14d221
1012,C005937,26,M,69175,Store I,37406,Utilities,302.25,0,f8e41f20-fb9b-4369-885d-5df15fb4255e
7903,C005938,43,M,82559,Store J,27086,Luxury,15872.18,1,8048b193-d087-4a4b-aca1-19af73dc6194
814,C005939,20,F,10910,Store K,19890,Clothing,471.73,0,0bee4640-8d3c-40a2-82b3-f77dfe379eb1
273,C005940,53,M,47470,Store L,42968,Groceries,549.9,0,fcdd0f0b-ca4b-41d7-9a88-5c519d48f8f8
3645,C005941,64,M,57341,Store M,72057,Electronics,602.75,0,6d51f951-8f80-4cef-ba1b-66eab476ece5
1717,C005942,22,F,97718,Store N,38374,Jewelry,11758.62,1,b02c53d8-2fa9-4c16-ae8e-f1650e0380c5
6277,C005943,79,M,66850,Store O,26195,Clothing,471.47,0,cf878ab8-8db3-4815-b863-1fc8ecc5e427
6233,C005944,37,F,39390,Store P,57323,Electronics,273.05,0,70ff6281-1680-482d-a503-efaeb2c0d53c
6829,C005945,37,M,74229,Store Q,88680,Electronics,985.91,0,e2f25085-d809-4f8a-9cc3-30744d6a1e61
357,C005946,22,F,73891,Store R,46309,Groceries,906.76,0,ae1c718c-f505-4fe7-b76b-b391f3fe1b03
204,C005947,27,F,14038,Store S,89576,Groceries,532.11,0,2b8b9a00-a6ae-48ca-a31d-7840f820bbb8
3746,C005948,33,M,38215,Store T,82691,Jewelry,5519.44,1,df59f892-bbd2-44cc-983a-c8c0271bbcc4
1597,C005949,80,F,95365,Store U,85737,Dining,176.74,0,83a48f6a-1593-48ea-9c5c-2255df81a2be
6615,C005950,42,M,42899,Store V,13505,Clothing,855.4,0,ae880be0-7543-4f4b-ad9e-cf12439f9bc8
497,C005951,61,M,53016,Store W,70444,Clothing,931.5,0,da8f829f-6444-4d7c-9982-da80d539a2a6
63,C005952,42,F,32246,Store X,91645,Electronics,169.68,0,9487c7ac-c05e-4693-9066-043fc840c51e
1580,C005953,47,M,59304,Store Y,46927,Dining,737.17,0,badc91d9-5eb9-4f00-81fd-d60c5c401e73
8732,C005954,31,M,28862,Store Z,17080,Dining,626.79,0,f1921f1e-e485-40cf-b987-ad2bd02b501a
4294,C005955,39,F,67826,Store A,23407,Electronics,310.35,0,3bfa53f1-abe8-4237-827a-97f5618fcc6b
4877,C005956,60,M,32500,Store B,38313,Groceries,441.73,0,19c73ac0-43f0-47d2-b293-089661095f20
7851,C005957,45,M,92224,Store C,98603,Jewelry,15159.04,1,e2616a7e-a02b-499d-92e1-eda6458910ac
4126,C005958,47,F,91818,Store D,82189,Clothing,110.28,0,04e02dbc-5ffd-4d4f-97f6-d99ce7883917
2714,C005959,36,M,12519,Store E,72803,Luxury,7835.64,1,725c9ea6-f082-4891-8237-e3c1d47cb0d9
5329,C005960,55,M,16112,Store F,55306,Utilities,42.98,0,39885993-9853-441c-9954-d86732f0c0c3
9273,C005961,59,F,10992,Store G,55094,Dining,903.18,0,7f13276f-2d06-4df9-b2f2-b803fef58bb3
7888,C005962,37,M,15647,Store H,26452,Electronics,578.16,0,f4429ff1-039a-4509-a2e6-1e177d27cd31
3380,C005963,52,M,17597,Store I,21383,Gifts,12851.41,1,4e0b45eb-f6bc-4f8e-b62c-01e652605d19
1599,C005964,39,F,74167,Store J,68453,Travel,15593.61,1,c2b1c7b2-27e9-47ae-8e54-c028add17224
7634,C005965,32,M,67170,Store K,65472,Dining,988.47,0,f128a088-27ac-4678-8bec-89fb897ae4e0
9821,C005966,28,M,35633,Store L,13018,Travel,7583.56,1,60def10b-8cce-4c45-bd96-5fe99459b333
3179,C005967,71,F,26854,Store M,12653,Clothing,141.77,0,e403b2a8-c113-4d43-9062-17a365a592f0
8045,C005968,51,F,79102,Store N,73568,Dining,301.84,0,1077dde3-30c5-4215-8154-ae9631ad7e64
5114,C005969,74,M,51472,Store O,34916,Clothing,904.9,0,9a477013-4c9b-49bf-98d9-63c707d229cc
3373,C005970,41,M,78821,Store P,18612,Utilities,417.35,0,501e5f38-d2bd-4a60-b861-cb74fd27c5f6
6764,C005971,23,F,87565,Store Q,94195,Clothing,795.56,0,943d01f2-93ff-4d03-b064-ddee830153f6
1070,C005972,34,M,88382,Store R,78957,Electronics,210.9,0,93b6a47c-ad19-4e52-a37d-4222366cb464
2777,C005973,45,M,88615,Store S,91535,Dining,498.67,0,db896cd5-a819-48c8-bec3-24eb5121d893
1193,C005974,67,M,84087,Store T,32313,Electronics,136.2,0,54bee3ea-2cfd-4e0c-8d49-4848417753f9
814,C005975,48,F,90636,Store U,64917,Luxury,11193.48,1,cec7fc80-12c9-4d5c-86d4-b5e0adc9ec05
1153,C005976,53,M,78813,Store V,90007,Groceries,269.66,0,cce2e696-08b9-4c8a-8144-1feb1a61a79e
5833,C005977,72,M,29015,Store W,44855,Clothing,553.94,0,07dfd778-89a1-4d5b-a452-ae35de24e8ec
1884,C005978,26,F,11757,Store X,50585,Electronics,782.6,0,8ced1844-880e-43bd-9e6d-46027a7bb383
268,C005979,27,F,42085,Store Y,37934,Gifts,19075.56,1,f7cde2d5-116d-45a2-bb96-9452ebbb9ef2
3672,C005980,38,F,70118,Store Z,34569,Dining,291.0,0,0cadfd03-896b-4438-9b94-33b9cc3af53f
2813,C005981,75,M,31863,Store A,30253,Dining,745.7,0,83a937d0-b0ef-48f8-801a-e755e6f1afc3
6563,C005982,51,M,36098,Store B,64868,Groceries,886.74,0,c5e893b0-bd5c-42c5-af44-116532b6fc16
7014,C005983,48,F,56220,Store C,36019,Dining,133.6,0,b9dc1438-fddb-4a92-b02d-fb192cabe72f
5178,C005984,46,M,25295,Store D,17996,Utilities,590.07,0,c56912d4-91ff-4bef-ae35-c83cfcde3835
4086,C005985,60,M,48555,Store E,40437,Groceries,615.73,0,50fd80c4-5169-4fe8-85de-7fedb62f36b3
384,C005986,60,M,35821,Store F,74802,Utilities,279.66,0,0c84dbf3-261e-4c37-a9b1-3a262e1b9c19
2851,C005987,28,M,52372,Store G,29771,Clothing,32.29,0,081bdda1-9d89-4734-b6ca-4725ec848036
6722,C005988,50,F,31833,Store H,69167,Utilities,264.14,0,f6f7c363-fe91-4e1d-b148-34a67eac8419
7084,C005989,75,F,63990,Store I,60009,Clothing,588.89,0,20080783-8535-4213-8a92-7e0a2f1e5d29
1050,C005990,63,M,18549,Store J,10131,Utilities,204.48,0,1a8a8e42-df1d-4eb5-a653-b465ab83bcae
1834,C005991,78,F,97968,Store K,29299,Groceries,294.47,0,11c13d1d-04bc-462d-8599-d0eb1f765863
8990,C005992,79,M,49498,Store L,88564,Clothing,710.84,0,ce9f229c-62c8-4fa9-8d90-9b665a3e3d83
4468,C005993,18,M,30519,Store M,44799,Utilities,404.33,0,19717f42-1ad0-425b-ab16-e805694d403f
2976,C005994,38,F,57376,Store N,44693,Utilities,74.77,0,98f78fde-9662-4f96-b1df-d70b3b920dc0
5156,C005995,79,F,58547,Store O,44769,Jewelry,10987.49,1,5fca7054-1634-4bc3-b0d1-556332c4669a
7699,C005996,40,M,13141,Store P,14377,Dining,999.77,0,0a9459d5-bda0-4fec-aed3-66eff7baf84b
8001,C005997,74,M,21068,Store Q,33019,Utilities,268.44,0,ba2a62a5-2d4e-4d5c-869f-40bae74d4ed2
1291,C005998,26,M,63705,Store R,36903,Dining,272.6,0,17e39139-ed6a-4c9e-9c64-ffb06772c23e
7962,C005999,73,M,24256,Store S,21763,Luxury,7548.3,1,3eb23e69-782b-427f-a678-9a608f5e3ad9
7600,C006000,18,F,73721,Store T,15494,Electronics,278.92,0,030e797e-37bc-4a36-9c56-0993632c3769
7187,C006001,38,F,42964,Store U,21563,Jewelry,13621.3,1,3b536fef-3db3-440c-929f-8419a89d751b
7507,C006002,39,M,15830,Store V,43433,Jewelry,19469.03,1,f8480039-c6b8-40dd-b5bd-187155b7a705
2188,C006003,71,M,25868,Store W,39994,Groceries,611.62,0,b56b83ac-ce36-4fe8-9e8f-44749a6417ef
8259,C006004,21,F,16679,Store X,98618,Groceries,415.75,0,fe7675bc-18da-4a1b-9e5e-a62c7a34d131
9585,C006005,18,M,74061,Store Y,72573,Clothing,395.74,0,f78cdd6b-cdb5-479f-9b98-a78cba3c2ff6
7792,C006006,68,F,21722,Store Z,28030,Groceries,33.98,0,c444f74e-6d23-468c-8e98-aa1f6c689c82
6771,C006007,27,M,74578,Store A,88294,Clothing,12.52,0,807b61d4-517a-4c81-9e87-7bad795bca43
9894,C006008,80,F,96045,Store B,80043,Groceries,799.22,0,323bf1a2-6d45-4add-8807-6f7ef1d70fe7
8771,C006009,32,M,23989,Store C,71952,Dining,495.26,0,6c313d6a-2d99-468a-9e14-13e9666ae119
7935,C006010,69,M,65701,Store D,64751,Electronics,42.88,0,ea446131-753d-4473-b1b5-2dfe9a1e35d6
1606,C006011,53,M,99098,Store E,11163,Clothing,293.17,0,b9d7cf26-59f6-464e-9855-c8da033ada6c
7988,C006012,46,F,24919,Store F,78461,Electronics,363.12,0,a28e28dd-353c-43ba-9f2d-719994f93694
7166,C006013,69,F,51306,Store G,33217,Utilities,785.46,0,1d64fbf7-26b8-4344-84b9-1384e938c541
6055,C006014,63,M,21036,Store H,34055,Jewelry,11515.8,1,a2640bf2-5b91-486b-b99b-cf2ef83b0ef5
4506,C006015,22,M,99974,Store I,89931,Utilities,791.41,0,e4e1ddb4-85c4-4080-9b53-3e2bf7571be8
7248,C006016,46,M,30999,Store J,89030,Electronics,637.4,0,cfffdc35-8ee1-48ff-aa6d-2fbca7c76497
5808,C006017,64,M,68582,Store K,39090,Dining,42.8,0,d536e9c0-4242-420a-aaf8-7c8599cd7fc2
6257,C006018,64,F,51543,Store L,47820,Electronics,969.0,0,086f10aa-fff1-4b76-b2b2-96af4fabe4d5
8052,C006019,44,F,77244,Store M,22190,Electronics,189.62,0,909ee22e-d488-4145-8b08-4399bfc50011
4285,C006020,42,F,64560,Store N,68168,Electronics,282.86,0,879b9543-be27-4a96-bbe3-a4d1db275aa1
2155,C006021,33,M,81913,Store O,55963,Clothing,811.2,0,27f597d5-19c9-4da0-a3a8-e3853693c8d7
7743,C006022,33,M,32788,Store P,84460,Clothing,197.94,0,41b1fc22-ac15-4ad3-845c-991518dc6be3
2805,C006023,53,F,89805,Store Q,24212,Electronics,407.08,0,f9979f40-6145-4550-8480-d06df9478f9c
2221,C006024,42,M,70048,Store R,63638,Gifts,17974.87,1,6693bad6-ed26-4fbe-a341-97f0e592ba58
9191,C006025,58,F,98141,Store S,50079,Dining,640.9,0,fd49049c-2bcd-4dc9-99da-8e50f9b5e730
722,C006026,18,F,31221,Store T,66031,Utilities,309.06,0,1d0e81ba-df38-49ea-820c-d04bbf2214b7
9407,C006027,22,F,41757,Store U,68931,Utilities,647.61,0,699cb746-ab8a-41b1-a33d-f8057f4b00f3
9886,C006028,58,F,69115,Store V,88484,Utilities,814.5,0,9102e054-0eb9-4672-a5ab-270fd392e0a6
6975,C006029,37,M,58275,Store W,42794,Groceries,409.85,0,3fc08dc7-3eda-4c24-bb82-45263321cd1d
5804,C006030,22,F,93605,Store X,99831,Jewelry,13575.12,1,3434b7c7-a547-4116-ac52-4c248d43795b
3395,C006031,53,M,34324,Store Y,94590,Gifts,19818.92,1,b5418ec9-7512-4e0f-82a3-ad7c338162ee
4026,C006032,46,F,62753,Store Z,81163,Utilities,964.92,0,606be3ff-08d5-4ef9-9f63-e76366c09b1c
